record_id,sample_id,source_dataset,source_path,file_name,file_ext,source_subtype_dir,family_label,subtype_label,chmusic_class_id,content_type,normalized_base_name,audio_sha256,audio_fingerprint_id,performer_or_recording_id,recording_group_id,grouping_method,take_id,is_near_duplicate,split_seed,split,duration_sec,sample_rate_hz,channels,bit_depth,integrated_loudness_lufs,rms_db,silence_ratio,clipping_ratio,has_vocal,is_decodable,manual_review_required,manual_review_status,sample_status,applied_rule_ids,notes
ccm_000685,ccm_erhu_0071,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 滑揉 中等力度 第一遍.wav,【二胡】演奏技法 滑揉 中等力度 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 滑揉 中等力度,088a1da56e30a6f31f81f5f2b227e73b069e3f6fd070f0edd45d2a0264813e6d,4fb9335c45905ee53e5cf8008b11ffbb1a6e2b460d2dfc90d142095725fc9d10,ccm_erhu_G0038,ccm_erhu_G0038,filename_rule,1,true,1,val,12.758186,44100,1,16,,,0.470173,0.0,false,true,false,,keep,,
ccm_000687,ccm_erhu_0073,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 滚揉 中等力度 第一遍.wav,【二胡】演奏技法 滚揉 中等力度 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 滚揉 中等力度,af40c9b6165f72cfe421c7d1feb05c44b24a965197f85cfc1114ed3f43539b1c,705e1a25736f5dd57474da0109d036014c6b3cce10c1a95e202c63b895789b60,ccm_erhu_G0039,ccm_erhu_G0039,filename_rule,1,true,1,train,46.401791,44100,1,16,,,0.555196,0.0,false,true,false,,keep,,
ccm_000689,ccm_erhu_0075,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 自然泛音 中等力度 第一遍.wav,【二胡】演奏技法 自然泛音 中等力度 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 自然泛音 中等力度,78b020883367c41f26d3e409cdc9e1f0c481126f74568e1dafeeb8cd4208af99,c3e609d400f5322155a1749d8cf919c9a72cd53e57c9d4d6eb9037a2f06bf068,ccm_erhu_G0040,ccm_erhu_G0040,filename_rule,1,true,1,train,10.925147,44100,1,16,,,0.467461,0.0,false,true,false,,keep,,
ccm_000691,ccm_erhu_0077,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 连弓 中等力度 第一遍.wav,【二胡】演奏技法 连弓 中等力度 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 连弓 中等力度,c2d2e0ab281f0fa8fe142134615782ab0145d5457c2faa32ce9e9cb9eaa4a33f,654ff5eaaff1fae6053e02f5a30616c1f3331fa26b3932dfb371313d76d35a66,ccm_erhu_G0041,ccm_erhu_G0041,filename_rule,1,true,1,train,15.775306,44100,1,16,,,0.517132,0.0,false,true,false,,keep,,
ccm_000693,ccm_erhu_0079,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 连弓 力度弱 第一遍.wav,【二胡】演奏技法 连弓 力度弱 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 连弓 力度弱,28589613e512e629968dc26cac039d1475e54d483895b9d84fb56090bdcce887,7289ad15096ea72385c9b8831b5bf33e524adb129826803052dbedd977f0247a,ccm_erhu_G0042,ccm_erhu_G0042,filename_rule,1,true,1,train,14.477687,44100,1,16,,,0.485477,0.0,false,true,false,,keep,,
ccm_000695,ccm_erhu_0081,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 连弓 力度强 第一遍.wav,【二胡】演奏技法 连弓 力度强 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 连弓 力度强,6244c51d44b6b4cbe08299f8d03f65bf65bd63c61d6dcb77c369b6f7ff4d716f,2b7cd7ad43a76761835ef0a8863791b73b998931e012508da45a805bf8fc9645,ccm_erhu_G0043,ccm_erhu_G0043,filename_rule,1,true,1,train,11.429048,44100,1,16,,,0.489045,0.0,false,true,false,,keep,,
ccm_000697,ccm_erhu_0083,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 连线滑音 中等力度 第一遍.wav,【二胡】演奏技法 连线滑音 中等力度 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 连线滑音 中等力度,e4c26dc1ee76a48b510979d315421663783ea77374583a7fa0a4777875453128,4b921b8316e774a5c178f79e67b528285494078e983dcf5b9679cec1424d6b12,ccm_erhu_G0044,ccm_erhu_G0044,filename_rule,1,true,1,train,10.273288,44100,1,16,,,0.318049,0.0,false,true,false,,keep,,
ccm_000700,ccm_erhu_0086,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 连顿弓 音阶 中等力度 第二遍.wav,【二胡】演奏技法 连顿弓 音阶 中等力度 第二遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 连顿弓 音阶 中等力度,10e032a624cd56b8fc527c2e5e8119d73aef1ff69d3f5e9ba560edcccfe42331,bf1d1f9a2c4233a96a04754312b08cfa2a8dbcec6affe32d8e39cbf356ef5bc8,ccm_erhu_G0045,ccm_erhu_G0045,filename_rule,2,true,1,train,8.331723,44100,1,16,,,0.690734,0.0,false,true,false,,keep,,
ccm_000701,ccm_erhu_0087,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 迟到揉弦 中等力度 第一遍.wav,【二胡】演奏技法 迟到揉弦 中等力度 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 迟到揉弦 中等力度,eac08a4f7f0b0adb7c651a951948bc92bf7d50dfe9c49df5d1f0c0a74dc7ec38,93e0f150683b7de75fbba32a716e8c5fceb48987f62cd8e4939acb72c590839e,ccm_erhu_G0046,ccm_erhu_G0046,filename_rule,1,true,1,train,32.030975,44100,1,16,,,0.485786,0.0,false,true,false,,keep,,
ccm_000709,ccm_erhu_0095,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 颤弓 音阶 中等力度 第一遍.wav,【二胡】演奏技法 颤弓 音阶 中等力度 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 颤弓 音阶 中等力度,97a562ea3ee6c082473c61cd43a97c27b39cd87ba88daff1622dbc1d2e5dd06f,0430d8f375a735c8b17e0cfebb9f5ac61df2c1c449dea729b9e1e767598b36a8,ccm_erhu_G0050,ccm_erhu_G0050,filename_rule,1,true,1,train,64.658073,44100,1,16,,,0.559561,0.0,false,true,false,,keep,,
ccm_000713,ccm_erhu_0099,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 颤弓 音阶 力度强 第一遍.wav,【二胡】演奏技法 颤弓 音阶 力度强 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 颤弓 音阶 力度强,ebefdbc8d0726bb70ece5972b5792d3ee1bd85a5d2167bc291fe0b9d9929cf09,82ef70e36759536a2f6504c08450651d86f474001fd5572cb4bb1650e634d03f,ccm_erhu_G0052,ccm_erhu_G0052,filename_rule,1,true,1,train,68.989841,44100,1,16,,,0.440481,0.0,false,true,false,,keep,,
ccm_000715,ccm_erhu_0101,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 颤音 音阶 中等力度 第一遍.wav,【二胡】演奏技法 颤音 音阶 中等力度 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 颤音 音阶 中等力度,1098dc1fcfd5c8dd9e2e52df0949f5b5728fc8e38cd9fcc59dc0345f10161595,9e4a99f3350211603e083164c33fe3e16b30b980c6a87b4b82101dbd0e1fd277,ccm_erhu_G0053,ccm_erhu_G0053,filename_rule,1,true,1,test,46.324376,44100,1,16,,,0.596544,0.0,false,true,false,,keep,,
ccm_000717,ccm_erhu_0103,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 颤音 音阶 力度弱 第一遍.wav,【二胡】演奏技法 颤音 音阶 力度弱 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 颤音 音阶 力度弱,b5d64913a5cd7092bfbe70550b792c1b6b7f7126cad4146bdcfb1d2affa5e93f,c46275517994f6761904fdfb45ba0ce9835a625afc53921699a10f93e4789f73,ccm_erhu_G0054,ccm_erhu_G0054,filename_rule,1,true,1,train,73.460317,44100,1,16,,,0.674564,0.0,false,true,false,,keep,,
ccm_000719,ccm_erhu_0105,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 颤音 音阶 力度强 第一遍.wav,【二胡】演奏技法 颤音 音阶 力度强 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 颤音 音阶 力度强,8a90f1951ae33e2380bd65f8a029581df7873080b08fe6e3891dea0506186354,d3291f3f3370aaca9a6630fa058d26b47252743c77acac9622264be76ca61eb7,ccm_erhu_G0055,ccm_erhu_G0055,filename_rule,1,true,1,train,43.106077,44100,1,16,,,0.474588,0.0,false,true,false,,keep,,
ccm_000721,ccm_erhu_0107,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 飞弓 第一遍.wav,【二胡】演奏技法 飞弓 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 飞弓,1da1b1d02241bf1da547438df2080cdacf09b210d1fcd9ea1bef4c82744f9725,dc148c01f70bff75c5087ec479c7f793b516fdf44945e4647fc8ce3cb7a5ae44,ccm_erhu_G0056,ccm_erhu_G0056,filename_rule,1,true,1,train,3.061587,44100,1,16,,,0.223684,0.0,false,true,false,,keep,,
ccm_003473,ccm_pipa_0001,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】乐曲片段《十面埋伏》.wav,【琵琶】乐曲片段《十面埋伏》.wav,.wav,琵琶,琵琶,琵琶,-1,phrase,【琵琶】乐曲片段《十面埋伏》,9aa557544c68f2079d2ecb11e82f33aac56def83a34818df4aa685266d9bac1e,fe79fee8785cceb01a21d65a7cba321899e274a9381594af99d5beddc808412e,ccm_pipa_G0001,ccm_pipa_G0001,filename_rule,0,false,1,val,29.182653,44100,1,16,,,0.108368,0.0,false,true,false,,keep,,
ccm_003474,ccm_pipa_0002,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】乐曲片段《春江花月夜》.wav,【琵琶】乐曲片段《春江花月夜》.wav,.wav,琵琶,琵琶,琵琶,-1,phrase,【琵琶】乐曲片段《春江花月夜》,a4cdf6f8c74009c2a497b6d90c1184e1e5b3d65c2b5a9e8364098524ddb41ee2,9dab555c9d8ad588305135484c077a81f077a8c4d9b2cdf88e017729fac91a48,ccm_pipa_G0002,ccm_pipa_G0002,filename_rule,0,false,1,train,49.0178,44100,1,16,,,0.434082,0.0,false,true,false,,keep,,
ccm_003475,ccm_pipa_0003,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】乐曲片段《茉莉花》.wav,【琵琶】乐曲片段《茉莉花》.wav,.wav,琵琶,琵琶,琵琶,-1,phrase,【琵琶】乐曲片段《茉莉花》,f3352de5c4b89fa027864577aea9558ddab3882c86a141839e633ff1b8a681e5,e5cb69dd6d2f0108768a37cd2129f97420aff69cd4ee731607f80eaea54aeba2,ccm_pipa_G0003,ccm_pipa_G0003,filename_rule,0,false,1,test,14.63125,48000,1,16,,,0.575633,0.0,false,true,false,,keep,,
ccm_003476,ccm_pipa_0004,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】乐曲片段《阳春白雪》.wav,【琵琶】乐曲片段《阳春白雪》.wav,.wav,琵琶,琵琶,琵琶,-1,phrase,【琵琶】乐曲片段《阳春白雪》,6c68d98aae86bea9c08b4891dc0cc78b10fd47a3fe663c058a948509067e4bb7,bd6369c84df2d62b829e29a2db2898c4c48f56cbfb70c9f430f668ba520eaa39,ccm_pipa_G0004,ccm_pipa_G0004,filename_rule,0,false,1,val,20.49483,44100,1,16,,,0.206155,0.0,false,true,false,,keep,,
ccm_003477,ccm_pipa_0005,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】演奏技法 会组织法 第一遍.wav,【琵琶】演奏技法 会组织法 第一遍.wav,.wav,琵琶,琵琶,琵琶,-1,technique,【琵琶】演奏技法 会组织法,fc172b2a98ad3cf86e2785b330e5015aba1d980f62a7613b61ed046c5bbd77d3,9296d62141b55433b510704a1cdd4124060a99808ad851ccecf53002db3f3549,ccm_pipa_G0005,ccm_pipa_G0005,filename_rule,1,true,1,train,8.969728,44100,1,16,,,0.46257,0.0,false,true,false,,keep,,
ccm_003478,ccm_pipa_0006,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】演奏技法 会组织法 第二遍.wav,【琵琶】演奏技法 会组织法 第二遍.wav,.wav,琵琶,琵琶,琵琶,-1,technique,【琵琶】演奏技法 会组织法,b38722a0cfab61ae551660fef1af1cdd270c991973892a63d1316a883e45068f,90cfed601e258f72f81c1a7d3a95361b8f63540bb256edd934250d23f2bae4c8,ccm_pipa_G0005,ccm_pipa_G0005,filename_rule,2,true,1,train,8.245374,44100,1,16,,,0.421628,0.0,false,true,false,,keep,,
ccm_003481,ccm_pipa_0009,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】演奏技法 半轮 第一遍.wav,【琵琶】演奏技法 半轮 第一遍.wav,.wav,琵琶,琵琶,琵琶,-1,technique,【琵琶】演奏技法 半轮,aa8be4b1bb64f14a9d36c38c4c5b4fc006b541683faa3815bbe177f236ac9623,6be883e72e2f977c735af88a04a2b784dac3efb10a4ac3413698f4e18f16e2c2,ccm_pipa_G0007,ccm_pipa_G0007,filename_rule,1,true,1,train,8.504512,44100,1,16,,,0.610849,0.0,false,true,false,,keep,,
ccm_003482,ccm_pipa_0010,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】演奏技法 半轮 第二遍.wav,【琵琶】演奏技法 半轮 第二遍.wav,.wav,琵琶,琵琶,琵琶,-1,technique,【琵琶】演奏技法 半轮,1248e6715d1cbca9e74a572192448842a151c565ed3ad920049ec898c0fa7709,a8f99ec60c902f8b65cc52fdb0477617bfe79536db20e3b8628ddf7a3a306cf1,ccm_pipa_G0007,ccm_pipa_G0007,filename_rule,2,true,1,train,7.406916,44100,1,16,,,0.603518,0.0,false,true,false,,keep,,
ccm_003483,ccm_pipa_0011,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】演奏技法 吟揉 第一遍.wav,【琵琶】演奏技法 吟揉 第一遍.wav,.wav,琵琶,琵琶,琵琶,-1,technique,【琵琶】演奏技法 吟揉,fd38f73af3931cc5ec7db901beb47a8a332e49edba41117e8a91b8da50b67f21,c20e319f76a697d96777757e4c269a22d69dcc333b2fa0010159b4e9b11147e1,ccm_pipa_G0008,ccm_pipa_G0008,filename_rule,1,true,1,train,9.48449,44100,1,16,,,0.857294,0.0,false,true,false,,keep,,
ccm_003484,ccm_pipa_0012,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】演奏技法 吟揉 第二遍.wav,【琵琶】演奏技法 吟揉 第二遍.wav,.wav,琵琶,琵琶,琵琶,-1,technique,【琵琶】演奏技法 吟揉,b121f4b7b6fed6e9c3ce76a965c1a46643669a894025c646f64a73363f056832,a03534e3cb1f5bbf2ec3eaabdc17c691d8f787fdaf83fd8c12ed122ebbee04d4,ccm_pipa_G0008,ccm_pipa_G0008,filename_rule,2,true,1,train,9.20449,44100,1,16,,,0.858388,0.0,false,true,false,,keep,,
ccm_003485,ccm_pipa_0013,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】演奏技法 弹 第一遍.wav,【琵琶】演奏技法 弹 第一遍.wav,.wav,琵琶,琵琶,琵琶,-1,technique,【琵琶】演奏技法 弹,82e52a02930b64dd3a41a96820c8a6fd6880df23b08c587ba7fa38fac21cdd48,4daf3b6e25c8f50998607bdd670c788ca7b558c65599cfccadea8034d602ed5e,ccm_pipa_G0009,ccm_pipa_G0009,filename_rule,1,true,1,train,7.138912,44100,1,16,,,0.671348,0.0,false,true,false,,keep,,
ccm_003486,ccm_pipa_0014,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】演奏技法 弹 第二遍.wav,【琵琶】演奏技法 弹 第二遍.wav,.wav,琵琶,琵琶,琵琶,-1,technique,【琵琶】演奏技法 弹,76538049d6bcf92eafa88a0dc6581d05e87ce42da00aa5f3d712e81e7c6a92c0,6faaf101a2a7fc6a180128508a2f45466dfe3654be3bd9aaa53723212fa4a61f,ccm_pipa_G0009,ccm_pipa_G0009,filename_rule,2,true,1,train,6.334694,44100,1,16,,,0.671949,0.0,false,true,false,,keep,,
ccm_003487,ccm_pipa_0015,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】演奏技法 弹打 第一遍.wav,【琵琶】演奏技法 弹打 第一遍.wav,.wav,琵琶,琵琶,琵琶,-1,technique,【琵琶】演奏技法 弹打,0e19b315a01efffa184067f9472f0db4279540ad64555e7b2f11133ae97d0636,084370b0cb3d6993fb50b0192455192e473b4e8a8ccfcd84c88d8eb3164f6ea5,ccm_pipa_G0010,ccm_pipa_G0010,filename_rule,1,true,1,train,6.13771,44100,1,16,,,0.821895,0.0,false,true,false,,keep,,
ccm_003488,ccm_pipa_0016,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】演奏技法 弹打 第二遍.wav,【琵琶】演奏技法 弹打 第二遍.wav,.wav,琵琶,琵琶,琵琶,-1,technique,【琵琶】演奏技法 弹打,0f0765764ed981ab84f3ece2647df7fce40baa3e30711466d4ca663c515e4ca4,190d03879b3a8f93d7abe69332a5ffb4d6ca24b07564a2e835046ef3902fa3aa,ccm_pipa_G0010,ccm_pipa_G0010,filename_rule,2,true,1,train,5.268413,44100,1,16,,,0.824762,0.0,false,true,false,,keep,,
ccm_003489,ccm_pipa_0017,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】演奏技法 弹挑 第一遍.wav,【琵琶】演奏技法 弹挑 第一遍.wav,.wav,琵琶,琵琶,琵琶,-1,technique,【琵琶】演奏技法 弹挑,0594f20ae1a3fe65036635a1370f6ce1bff40902358e1075458b903e1f60afa3,bba8d7a1b8bcc210cfffdf39e5177589224e727e7d5a6732eefcf69bb7fe6b2b,ccm_pipa_G0011,ccm_pipa_G0011,filename_rule,1,true,1,train,6.104694,44100,1,16,,,0.475329,0.0,false,true,false,,keep,,
ccm_003490,ccm_pipa_0018,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】演奏技法 弹挑 第二遍.wav,【琵琶】演奏技法 弹挑 第二遍.wav,.wav,琵琶,琵琶,琵琶,-1,technique,【琵琶】演奏技法 弹挑,ee0884791697a8174873481d5ade27ed7045832053c2881b159013511ad9ef24,1dcb9e589b2f5967acde2416790256e9e154776828ddd2013e5c231ee3298536,ccm_pipa_G0011,ccm_pipa_G0011,filename_rule,2,true,1,train,7.794943,44100,1,16,,,0.622909,0.0,false,true,false,,keep,,
ccm_003493,ccm_pipa_0021,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】演奏技法 扫佛 第一遍.wav,【琵琶】演奏技法 扫佛 第一遍.wav,.wav,琵琶,琵琶,琵琶,-1,technique,【琵琶】演奏技法 扫佛,7b966ffdd363472e6de8afeff1d9240b89de1ecdab503c0e130ac3457ffe4534,4d4e8691c723502e82e0fe1f6378e04dc20df3450b5762f5e5ac99e1e57a283e,ccm_pipa_G0013,ccm_pipa_G0013,filename_rule,1,true,1,train,7.69483,44100,1,16,,,0.720991,0.0,false,true,false,,keep,,
ccm_003494,ccm_pipa_0022,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】演奏技法 扫佛 第二遍.wav,【琵琶】演奏技法 扫佛 第二遍.wav,.wav,琵琶,琵琶,琵琶,-1,technique,【琵琶】演奏技法 扫佛,8503d9b84b45555faebafd9c7473d99ea11cccc162a891d56b5cbf7cd7a6c370,8a6b158646fa44038818cac4049eba259b0c05b52e2e9f29666483201a08707a,ccm_pipa_G0013,ccm_pipa_G0013,filename_rule,2,true,1,train,4.978458,44100,1,16,,,0.52621,0.0,false,true,false,,keep,,
ccm_003495,ccm_pipa_0023,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】演奏技法 挑 第一遍.wav,【琵琶】演奏技法 挑 第一遍.wav,.wav,琵琶,琵琶,琵琶,-1,technique,【琵琶】演奏技法 挑,5780a914881f7e67813e623e0cc8dcd7b6e49ce78e8c73d7f3bb1a003919901c,eeda2002f8d570e6b0eb22ddc26fbfd4f5c215336b38db871f0f9d2c46dba721,ccm_pipa_G0014,ccm_pipa_G0014,filename_rule,1,true,1,train,6.191655,44100,1,16,,,0.687196,0.0,false,true,false,,keep,,
ccm_003496,ccm_pipa_0024,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】演奏技法 挑 第二遍.wav,【琵琶】演奏技法 挑 第二遍.wav,.wav,琵琶,琵琶,琵琶,-1,technique,【琵琶】演奏技法 挑,2ed2972b5915bd328bde077c595619bca442179195a9e212f933178c8f1728d3,1908935bed1e1b2d3baa26d6914f3bf4dd3ec5654bfee915fa61ee09c7c2e163,ccm_pipa_G0014,ccm_pipa_G0014,filename_rule,2,true,1,train,5.90576,44100,1,16,,,0.706282,0.0,false,true,false,,keep,,
ccm_003497,ccm_pipa_0025,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】演奏技法 推拉弦 第一遍.wav,【琵琶】演奏技法 推拉弦 第一遍.wav,.wav,琵琶,琵琶,琵琶,-1,technique,【琵琶】演奏技法 推拉弦,fc7b89f5f64d62de569d181baf4353681a36921a98a579bf2c9bd270188edd11,d7bc0c344c3ea2a8fcb6632a3b54fe9546a427c2b61908e0aaa926b08a9fce7f,ccm_pipa_G0015,ccm_pipa_G0015,filename_rule,1,true,1,train,8.619478,44100,1,16,,,0.8,0.0,false,true,false,,keep,,
ccm_003498,ccm_pipa_0026,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】演奏技法 推拉弦 第二遍.wav,【琵琶】演奏技法 推拉弦 第二遍.wav,.wav,琵琶,琵琶,琵琶,-1,technique,【琵琶】演奏技法 推拉弦,0579b75f69168cf2bad141b8d05cb55e756576536e708f9e1d9839d76ae7d4b8,5d05f4ba2859add220b2c09643533ede1e3014080f7b5cd0c40d2439f9f5c9f9,ccm_pipa_G0015,ccm_pipa_G0015,filename_rule,2,true,1,train,8.791429,44100,1,16,,,0.801596,0.0,false,true,false,,keep,,
ccm_003506,ccm_pipa_0032,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】演奏技法绞弦 第一遍.wav,【琵琶】演奏技法绞弦 第一遍.wav,.wav,琵琶,琵琶,琵琶,-1,technique,【琵琶】演奏技法绞弦,fb30de69e0d248b85da6564dff5483e66a539bee6df24c77e44fa71827be39cd,eec5415bdea36a089fab715f4bbcc5e3664baf4e9089597d84a43cd94a33ae24,ccm_pipa_G0018,ccm_pipa_G0018,whitespace_variant_merge,1,true,1,val,4.979592,44100,1,16,,,0.866935,0.0,false,true,false,,keep,,
ccm_003504,ccm_pipa_0033,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】演奏技法 长轮 第一遍.wav,【琵琶】演奏技法 长轮 第一遍.wav,.wav,琵琶,琵琶,琵琶,-1,technique,【琵琶】演奏技法 长轮,7d70d716df09e44c1263cd0e1c66f49ec8a053fcdeb90e85df69c5b1f2713395,b1dd2da9eb0e3b45cf0bc56c78fdafbeffb17732d5ece261dac8c64d7f3e855a,ccm_pipa_G0019,ccm_pipa_G0019,filename_rule,1,true,1,val,17.733696,44100,1,16,,,0.79729,0.0,false,true,false,,keep,,
ccm_003505,ccm_pipa_0034,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】演奏技法 长轮 第二遍.wav,【琵琶】演奏技法 长轮 第二遍.wav,.wav,琵琶,琵琶,琵琶,-1,technique,【琵琶】演奏技法 长轮,08027fdf4b9d94df337d5ae35eb214867a7b23325a24f45a2c9b588d1581ba41,d56bcbea0e10ae9235af5885fb9eb7002cea425134069f543f45a197273767e9,ccm_pipa_G0019,ccm_pipa_G0019,filename_rule,2,true,1,val,16.502993,44100,1,16,,,0.741505,0.0,false,true,false,,keep,,
ccm_003513,ccm_pipa_0041,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】音阶 中速 力度强 第一遍.wav,【琵琶】音阶 中速 力度强 第一遍.wav,.wav,琵琶,琵琶,琵琶,-1,controlled,【琵琶】音阶 中速 力度强,1669005c0aea5ae0d1af2b2bc67eafb472ee75c0d3a2bd2732c82f66b31f6ab1,e1276db985017a439aab803cdd120bb7191bd3d125cca2cc23fba5a668dce4df,ccm_pipa_G0023,ccm_pipa_G0023,filename_rule,1,true,1,test,40.739002,44100,1,16,,,0.624509,0.0,false,true,false,,keep,,
ccm_003514,ccm_pipa_0042,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】音阶 中速 力度强 第二遍.wav,【琵琶】音阶 中速 力度强 第二遍.wav,.wav,琵琶,琵琶,琵琶,-1,controlled,【琵琶】音阶 中速 力度强,9ef09f8e112b88579dbd7eda011256d94b597b62d9a9ceae7cfae9f70af97018,ebae055eb6fe4679e97d83d5abd10df9f10db3fa4b0f922d8fba8c39fe9d2345,ccm_pipa_G0023,ccm_pipa_G0023,filename_rule,2,true,1,test,40.022902,44100,1,16,,,0.61425,0.0,false,true,false,,keep,,
