record_id,sample_id,source_dataset,source_path,file_name,file_ext,source_subtype_dir,family_label,subtype_label,chmusic_class_id,content_type,normalized_base_name,audio_sha256,audio_fingerprint_id,performer_or_recording_id,recording_group_id,grouping_method,take_id,is_near_duplicate,duplicate_of,duration_sec,sample_rate_hz,channels,bit_depth,integrated_loudness_lufs,rms_db,silence_ratio,clipping_ratio,has_vocal,is_decodable,manual_review_required,manual_review_status,sample_status,drop_reason,applied_rule_ids,notes
ccm_000684,ccm_erhu_0070,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 抛弓 中等力度 速度慢 第二遍.wav,【二胡】演奏技法 抛弓 中等力度 速度慢 第二遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 抛弓 中等力度 速度慢,e51e3611d20e859c1f4bdd25c4ceb85995a836eafb0f969ae02568b70717dd6c,150c489e95720ef041d907c5ca3c5a978b6c04b1afc75f528e280658306ba2c8,ccm_erhu_G0037,ccm_erhu_G0037,filename_rule,2,true,ccm_000683,8.891859,44100,1,16,,,0.569335,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000685,ccm_erhu_0071,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 滑揉 中等力度 第一遍.wav,【二胡】演奏技法 滑揉 中等力度 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 滑揉 中等力度,088a1da56e30a6f31f81f5f2b227e73b069e3f6fd070f0edd45d2a0264813e6d,4fb9335c45905ee53e5cf8008b11ffbb1a6e2b460d2dfc90d142095725fc9d10,ccm_erhu_G0038,ccm_erhu_G0038,filename_rule,1,true,,12.758186,44100,1,16,,,0.470173,0.0,false,true,false,,keep,,,
ccm_000686,ccm_erhu_0072,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 滑揉 中等力度 第二遍.wav,【二胡】演奏技法 滑揉 中等力度 第二遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 滑揉 中等力度,0b9b4d700f79187233114c8de5161b4d9b0ae9b2de30c49a11d411834f2d88ad,8a20a4ea017ccd99a2031a8e3eaecef07fbbf7bbfdbe2e23a88f72e7c7bbc37b,ccm_erhu_G0038,ccm_erhu_G0038,filename_rule,2,true,ccm_000685,12.684263,44100,1,16,,,0.336493,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000687,ccm_erhu_0073,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 滚揉 中等力度 第一遍.wav,【二胡】演奏技法 滚揉 中等力度 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 滚揉 中等力度,af40c9b6165f72cfe421c7d1feb05c44b24a965197f85cfc1114ed3f43539b1c,705e1a25736f5dd57474da0109d036014c6b3cce10c1a95e202c63b895789b60,ccm_erhu_G0039,ccm_erhu_G0039,filename_rule,1,true,,46.401791,44100,1,16,,,0.555196,0.0,false,true,false,,keep,,,
ccm_000688,ccm_erhu_0074,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 滚揉 中等力度 第二遍.wav,【二胡】演奏技法 滚揉 中等力度 第二遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 滚揉 中等力度,8ea8ffa05c1eabbc9762bfae89dfcf88c0648fcf2874f87f8b8169011403f3ca,572a281723fd97033f2f0b3e1cf6123574a34e251a33eabbd4f30ad2b263382d,ccm_erhu_G0039,ccm_erhu_G0039,filename_rule,2,true,ccm_000687,37.317347,44100,1,16,,,0.610188,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000689,ccm_erhu_0075,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 自然泛音 中等力度 第一遍.wav,【二胡】演奏技法 自然泛音 中等力度 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 自然泛音 中等力度,78b020883367c41f26d3e409cdc9e1f0c481126f74568e1dafeeb8cd4208af99,c3e609d400f5322155a1749d8cf919c9a72cd53e57c9d4d6eb9037a2f06bf068,ccm_erhu_G0040,ccm_erhu_G0040,filename_rule,1,true,,10.925147,44100,1,16,,,0.467461,0.0,false,true,false,,keep,,,
ccm_000690,ccm_erhu_0076,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 自然泛音 中等力度 第二遍.wav,【二胡】演奏技法 自然泛音 中等力度 第二遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 自然泛音 中等力度,978241d054cc25ce414db432e61ac0c4d78b164f9ece6b083b8d29c2035a1a44,3cf4825694e10d362fae40b3efd31e6c50c4c519fb11dba761745f50421d6f6b,ccm_erhu_G0040,ccm_erhu_G0040,filename_rule,2,true,ccm_000689,9.015238,44100,1,16,,,0.482222,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000691,ccm_erhu_0077,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 连弓 中等力度 第一遍.wav,【二胡】演奏技法 连弓 中等力度 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 连弓 中等力度,c2d2e0ab281f0fa8fe142134615782ab0145d5457c2faa32ce9e9cb9eaa4a33f,654ff5eaaff1fae6053e02f5a30616c1f3331fa26b3932dfb371313d76d35a66,ccm_erhu_G0041,ccm_erhu_G0041,filename_rule,1,true,,15.775306,44100,1,16,,,0.517132,0.0,false,true,false,,keep,,,
ccm_000692,ccm_erhu_0078,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 连弓 中等力度 第二遍.wav,【二胡】演奏技法 连弓 中等力度 第二遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 连弓 中等力度,b248b0683251f9292b904934103f000c7064d77d888c23966e3f467a353b3310,f9c21c08c9e0e714e9bf81471d36a8068b9b69ab65c8bdbde4c0110beacbb4e4,ccm_erhu_G0041,ccm_erhu_G0041,filename_rule,2,true,ccm_000691,12.977868,44100,1,16,,,0.479167,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000693,ccm_erhu_0079,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 连弓 力度弱 第一遍.wav,【二胡】演奏技法 连弓 力度弱 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 连弓 力度弱,28589613e512e629968dc26cac039d1475e54d483895b9d84fb56090bdcce887,7289ad15096ea72385c9b8831b5bf33e524adb129826803052dbedd977f0247a,ccm_erhu_G0042,ccm_erhu_G0042,filename_rule,1,true,,14.477687,44100,1,16,,,0.485477,0.0,false,true,false,,keep,,,
ccm_000694,ccm_erhu_0080,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 连弓 力度弱 第二遍.wav,【二胡】演奏技法 连弓 力度弱 第二遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 连弓 力度弱,f95eb502231a141672d74706607737669d12f61e3311841b0e273f89e2db3232,359401b7521f1c5c325057cd2fc6bfcf176a144c4074cb0dff43c37767f024cf,ccm_erhu_G0042,ccm_erhu_G0042,filename_rule,2,true,ccm_000693,16.426712,44100,1,16,,,0.596587,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000695,ccm_erhu_0081,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 连弓 力度强 第一遍.wav,【二胡】演奏技法 连弓 力度强 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 连弓 力度强,6244c51d44b6b4cbe08299f8d03f65bf65bd63c61d6dcb77c369b6f7ff4d716f,2b7cd7ad43a76761835ef0a8863791b73b998931e012508da45a805bf8fc9645,ccm_erhu_G0043,ccm_erhu_G0043,filename_rule,1,true,,11.429048,44100,1,16,,,0.489045,0.0,false,true,false,,keep,,,
ccm_000696,ccm_erhu_0082,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 连弓 力度强 第二遍.wav,【二胡】演奏技法 连弓 力度强 第二遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 连弓 力度强,8af2ce72139f68b09757649228af65eecb6e3b46c2252d37ddedb76e8258033d,312b81e74ae400db160ae04dd946c4f74d2f2a6d040766895893ee89cc94ffa5,ccm_erhu_G0043,ccm_erhu_G0043,filename_rule,2,true,ccm_000695,11.393107,44100,1,16,,,0.49956,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000697,ccm_erhu_0083,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 连线滑音 中等力度 第一遍.wav,【二胡】演奏技法 连线滑音 中等力度 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 连线滑音 中等力度,e4c26dc1ee76a48b510979d315421663783ea77374583a7fa0a4777875453128,4b921b8316e774a5c178f79e67b528285494078e983dcf5b9679cec1424d6b12,ccm_erhu_G0044,ccm_erhu_G0044,filename_rule,1,true,,10.273288,44100,1,16,,,0.318049,0.0,false,true,false,,keep,,,
ccm_000698,ccm_erhu_0084,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 连线滑音 中等力度 第二遍.wav,【二胡】演奏技法 连线滑音 中等力度 第二遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 连线滑音 中等力度,849cc4f8bf9e67d27fb59d35b9859a44b98028163cc8f0d2e3ee485acb44abc0,a69f939e86dee8087fc995eeb7debc52d7c7f80232374b9a1ca751f7fb503ab8,ccm_erhu_G0044,ccm_erhu_G0044,filename_rule,2,true,ccm_000697,11.378118,44100,1,16,,,0.331866,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000699,ccm_erhu_0085,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 连顿弓 音阶 中等力度 第一遍.wav,【二胡】演奏技法 连顿弓 音阶 中等力度 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 连顿弓 音阶 中等力度,d995593c8d672c4b50fedcf632a0b1273bf9e4130ac9b7d6b4503da5be298ca5,,ccm_erhu_G0045,ccm_erhu_G0045,filename_rule,1,true,,8.921723,44100,1,16,,,0.717978,0.0,false,true,false,,drop,excessive_silence,D05a,
ccm_000700,ccm_erhu_0086,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 连顿弓 音阶 中等力度 第二遍.wav,【二胡】演奏技法 连顿弓 音阶 中等力度 第二遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 连顿弓 音阶 中等力度,10e032a624cd56b8fc527c2e5e8119d73aef1ff69d3f5e9ba560edcccfe42331,bf1d1f9a2c4233a96a04754312b08cfa2a8dbcec6affe32d8e39cbf356ef5bc8,ccm_erhu_G0045,ccm_erhu_G0045,filename_rule,2,true,,8.331723,44100,1,16,,,0.690734,0.0,false,true,false,,keep,,,
ccm_000701,ccm_erhu_0087,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 迟到揉弦 中等力度 第一遍.wav,【二胡】演奏技法 迟到揉弦 中等力度 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 迟到揉弦 中等力度,eac08a4f7f0b0adb7c651a951948bc92bf7d50dfe9c49df5d1f0c0a74dc7ec38,93e0f150683b7de75fbba32a716e8c5fceb48987f62cd8e4939acb72c590839e,ccm_erhu_G0046,ccm_erhu_G0046,filename_rule,1,true,,32.030975,44100,1,16,,,0.485786,0.0,false,true,false,,keep,,,
ccm_000702,ccm_erhu_0088,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 迟到揉弦 中等力度 第二遍.wav,【二胡】演奏技法 迟到揉弦 中等力度 第二遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 迟到揉弦 中等力度,d7b0cc72d99d3323ff114f20615c5f5349aa129b9b4943515d1a572bd4d7f49c,41dca1bc86e9d32b195191a3e3999fc3dac377a8549c4b80a547384de93db01d,ccm_erhu_G0046,ccm_erhu_G0046,filename_rule,2,true,ccm_000701,30.387007,44100,1,16,,,0.535726,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000703,ccm_erhu_0089,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 顿弓 音阶 中等力度 第一遍.wav,【二胡】演奏技法 顿弓 音阶 中等力度 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 顿弓 音阶 中等力度,e6cd5ed70763d61b737034c5df8350ca6d762934d15a94e51e8937581c639d74,,ccm_erhu_G0047,ccm_erhu_G0047,filename_rule,1,true,,33.382971,44100,1,16,,,0.871403,0.0,false,true,false,,drop,excessive_silence,D05a,
ccm_000704,ccm_erhu_0090,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 顿弓 音阶 中等力度 第二遍.wav,【二胡】演奏技法 顿弓 音阶 中等力度 第二遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 顿弓 音阶 中等力度,3bcf90658c3964b5c6e289ba602f2b0e0030a04c63839dcd8ea9a64470bf29e4,,ccm_erhu_G0047,ccm_erhu_G0047,filename_rule,2,true,,37.616825,44100,1,16,,,0.865957,0.0,false,true,false,,drop,excessive_silence,D05a,
ccm_000705,ccm_erhu_0091,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 顿弓 音阶 力度弱 第一遍.wav,【二胡】演奏技法 顿弓 音阶 力度弱 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 顿弓 音阶 力度弱,71bb5546cc54ea5a69b5ec0ff87980fbff5e12edab5068b3c9db7178dcc49108,,ccm_erhu_G0048,ccm_erhu_G0048,filename_rule,1,true,,39.221202,44100,1,16,,,0.889286,0.0,false,true,false,,drop,excessive_silence,D05a,
ccm_000706,ccm_erhu_0092,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 顿弓 音阶 力度弱 第二遍.wav,【二胡】演奏技法 顿弓 音阶 力度弱 第二遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 顿弓 音阶 力度弱,65b91088f5626d18a2abcb4d81bbf15247c89e714f2b33dde982b2a8e20dea5d,,ccm_erhu_G0048,ccm_erhu_G0048,filename_rule,2,true,,38.989955,44100,1,16,,,0.904542,0.0,false,true,false,,drop,excessive_silence,D05a,
ccm_000707,ccm_erhu_0093,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 顿弓 音阶 力度强 第一遍.wav,【二胡】演奏技法 顿弓 音阶 力度强 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 顿弓 音阶 力度强,78c26363e87014229e0e30cd4046953d1bf407327baaa41a6f152ef7783ba868,,ccm_erhu_G0049,ccm_erhu_G0049,filename_rule,1,true,,36.311882,44100,1,16,,,0.853954,0.0,false,true,false,,drop,excessive_silence,D05a,
ccm_000708,ccm_erhu_0094,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 顿弓 音阶 力度强 第二遍.wav,【二胡】演奏技法 顿弓 音阶 力度强 第二遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 顿弓 音阶 力度强,5218571d96212dd31cae356cac0c5ee9441157f860e29496232942d27161306a,,ccm_erhu_G0049,ccm_erhu_G0049,filename_rule,2,true,,33.151451,44100,1,16,,,0.824932,0.0,false,true,false,,drop,excessive_silence,D05a,
ccm_000709,ccm_erhu_0095,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 颤弓 音阶 中等力度 第一遍.wav,【二胡】演奏技法 颤弓 音阶 中等力度 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 颤弓 音阶 中等力度,97a562ea3ee6c082473c61cd43a97c27b39cd87ba88daff1622dbc1d2e5dd06f,0430d8f375a735c8b17e0cfebb9f5ac61df2c1c449dea729b9e1e767598b36a8,ccm_erhu_G0050,ccm_erhu_G0050,filename_rule,1,true,,64.658073,44100,1,16,,,0.559561,0.0,false,true,false,,keep,,,
ccm_000710,ccm_erhu_0096,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 颤弓 音阶 中等力度 第二遍.wav,【二胡】演奏技法 颤弓 音阶 中等力度 第二遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 颤弓 音阶 中等力度,dd07456fb45a261615237431cfde49c6a071d6439277f5be443db3ee686441de,a5fb5578c9d4c6a4f0804b1d7ea1691e8a51564fb567d3e4e4bf3a889ae4a30d,ccm_erhu_G0050,ccm_erhu_G0050,filename_rule,2,true,ccm_000709,61.301361,44100,1,16,,,0.536554,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000711,ccm_erhu_0097,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 颤弓 音阶 力度弱 第一遍.wav,【二胡】演奏技法 颤弓 音阶 力度弱 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 颤弓 音阶 力度弱,22741ee6e672b1a9d9cf536b772da91b7fd8ef07d8b4eb6cf50ca0eab1ea49d3,,ccm_erhu_G0051,ccm_erhu_G0051,filename_rule,1,true,,69.467914,44100,1,16,,,0.80288,0.0,false,true,false,,drop,excessive_silence,D05a,
ccm_000712,ccm_erhu_0098,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 颤弓 音阶 力度弱 第二遍.wav,【二胡】演奏技法 颤弓 音阶 力度弱 第二遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 颤弓 音阶 力度弱,e52da56394519039f83a5498b5db841634edc07c21298f325b7f8aa091fc11dd,,ccm_erhu_G0051,ccm_erhu_G0051,filename_rule,2,true,,70.265193,44100,1,16,,,0.814377,0.0,false,true,false,,drop,excessive_silence,D05a,
ccm_000713,ccm_erhu_0099,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 颤弓 音阶 力度强 第一遍.wav,【二胡】演奏技法 颤弓 音阶 力度强 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 颤弓 音阶 力度强,ebefdbc8d0726bb70ece5972b5792d3ee1bd85a5d2167bc291fe0b9d9929cf09,82ef70e36759536a2f6504c08450651d86f474001fd5572cb4bb1650e634d03f,ccm_erhu_G0052,ccm_erhu_G0052,filename_rule,1,true,,68.989841,44100,1,16,,,0.440481,0.0,false,true,false,,keep,,,
ccm_000714,ccm_erhu_0100,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 颤弓 音阶 力度强 第二遍.wav,【二胡】演奏技法 颤弓 音阶 力度强 第二遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 颤弓 音阶 力度强,ba82cdf9dd38f95d54c81e1c42ab006004a6532774832c889190c707d91612c1,9f9891007ce6ccf2e1a35e94210c4de202df80e956ff7eb160d542b8733ba363,ccm_erhu_G0052,ccm_erhu_G0052,filename_rule,2,true,ccm_000713,61.136757,44100,1,16,,,0.441427,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000715,ccm_erhu_0101,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 颤音 音阶 中等力度 第一遍.wav,【二胡】演奏技法 颤音 音阶 中等力度 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 颤音 音阶 中等力度,1098dc1fcfd5c8dd9e2e52df0949f5b5728fc8e38cd9fcc59dc0345f10161595,9e4a99f3350211603e083164c33fe3e16b30b980c6a87b4b82101dbd0e1fd277,ccm_erhu_G0053,ccm_erhu_G0053,filename_rule,1,true,,46.324376,44100,1,16,,,0.596544,0.0,false,true,false,,keep,,,
ccm_000716,ccm_erhu_0102,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 颤音 音阶 中等力度 第二遍.wav,【二胡】演奏技法 颤音 音阶 中等力度 第二遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 颤音 音阶 中等力度,d5bcacc4e5556169aa8dbfa5d1eecb50540a237c8c6575e6d7bf2ab979a0706c,591781398d5599d0d91fdc861c6a641319328c918695e1c04dc745ccb58f76d7,ccm_erhu_G0053,ccm_erhu_G0053,filename_rule,2,true,ccm_000715,46.432676,44100,1,16,,,0.43956,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000717,ccm_erhu_0103,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 颤音 音阶 力度弱 第一遍.wav,【二胡】演奏技法 颤音 音阶 力度弱 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 颤音 音阶 力度弱,b5d64913a5cd7092bfbe70550b792c1b6b7f7126cad4146bdcfb1d2affa5e93f,c46275517994f6761904fdfb45ba0ce9835a625afc53921699a10f93e4789f73,ccm_erhu_G0054,ccm_erhu_G0054,filename_rule,1,true,,73.460317,44100,1,16,,,0.674564,0.0,false,true,false,,keep,,,
ccm_000718,ccm_erhu_0104,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 颤音 音阶 力度弱 第二遍.wav,【二胡】演奏技法 颤音 音阶 力度弱 第二遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 颤音 音阶 力度弱,90e05fc83abc0b3c8760ce8e558a1d8e65e35e89542eb0f972f5677592f48944,,ccm_erhu_G0054,ccm_erhu_G0054,filename_rule,2,true,,59.752041,44100,1,16,,,0.736648,0.0,false,true,false,,drop,excessive_silence,D05a,
ccm_000719,ccm_erhu_0105,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 颤音 音阶 力度强 第一遍.wav,【二胡】演奏技法 颤音 音阶 力度强 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 颤音 音阶 力度强,8a90f1951ae33e2380bd65f8a029581df7873080b08fe6e3891dea0506186354,d3291f3f3370aaca9a6630fa058d26b47252743c77acac9622264be76ca61eb7,ccm_erhu_G0055,ccm_erhu_G0055,filename_rule,1,true,,43.106077,44100,1,16,,,0.474588,0.0,false,true,false,,keep,,,
ccm_000720,ccm_erhu_0106,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 颤音 音阶 力度强 第二遍.wav,【二胡】演奏技法 颤音 音阶 力度强 第二遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 颤音 音阶 力度强,8356c962b4109b5e81bc1f3f3c552e590a5d69f5471ceb7f0cb7e434bbcf7561,04330f10293164ef2453782042631ff5ec8d1c00e7a851463bec425158887cce,ccm_erhu_G0055,ccm_erhu_G0055,filename_rule,2,true,ccm_000719,36.081383,44100,1,16,,,0.466445,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_000721,ccm_erhu_0107,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 飞弓 第一遍.wav,【二胡】演奏技法 飞弓 第一遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 飞弓,1da1b1d02241bf1da547438df2080cdacf09b210d1fcd9ea1bef4c82744f9725,dc148c01f70bff75c5087ec479c7f793b516fdf44945e4647fc8ce3cb7a5ae44,ccm_erhu_G0056,ccm_erhu_G0056,filename_rule,1,true,,3.061587,44100,1,16,,,0.223684,0.0,false,true,false,,keep,,,
ccm_000722,ccm_erhu_0108,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/二胡/【二胡】演奏技法 飞弓 第二遍.wav,【二胡】演奏技法 飞弓 第二遍.wav,.wav,二胡,二胡,二胡,-1,technique,【二胡】演奏技法 飞弓,cd033fdedc57f7b1abfd64a1faa6144460f392039c1a5b87ee41247a92e768f2,89ed85fdf2ff97dda42034723416cfc3741dd934992beb3c18017f30403b2d44,ccm_erhu_G0056,ccm_erhu_G0056,filename_rule,2,true,ccm_000721,3.400884,44100,1,16,,,0.292899,0.0,false,true,false,,drop,redundant_near_duplicate,D10,
ccm_003473,ccm_pipa_0001,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】乐曲片段《十面埋伏》.wav,【琵琶】乐曲片段《十面埋伏》.wav,.wav,琵琶,琵琶,琵琶,-1,phrase,【琵琶】乐曲片段《十面埋伏》,9aa557544c68f2079d2ecb11e82f33aac56def83a34818df4aa685266d9bac1e,fe79fee8785cceb01a21d65a7cba321899e274a9381594af99d5beddc808412e,ccm_pipa_G0001,ccm_pipa_G0001,filename_rule,0,false,,29.182653,44100,1,16,,,0.108368,0.0,false,true,false,,keep,,,
ccm_003474,ccm_pipa_0002,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】乐曲片段《春江花月夜》.wav,【琵琶】乐曲片段《春江花月夜》.wav,.wav,琵琶,琵琶,琵琶,-1,phrase,【琵琶】乐曲片段《春江花月夜》,a4cdf6f8c74009c2a497b6d90c1184e1e5b3d65c2b5a9e8364098524ddb41ee2,9dab555c9d8ad588305135484c077a81f077a8c4d9b2cdf88e017729fac91a48,ccm_pipa_G0002,ccm_pipa_G0002,filename_rule,0,false,,49.0178,44100,1,16,,,0.434082,0.0,false,true,false,,keep,,,
ccm_003475,ccm_pipa_0003,CCMusic,/Volumes/nvmeBU/CCMUSIC_CTIS/ccmusic_ctis_audio/琵琶/【琵琶】乐曲片段《茉莉花》.wav,【琵琶】乐曲片段《茉莉花》.wav,.wav,琵琶,琵琶,琵琶,-1,phrase,【琵琶】乐曲片段《茉莉花》,f3352de5c4b89fa027864577aea9558ddab3882c86a141839e633ff1b8a681e5,e5cb69dd6d2f0108768a37cd2129f97420aff69cd4ee731607f80eaea54aeba2,ccm_pipa_G0003,ccm_pipa_G0003,filename_rule,0,false,,14.63125,48000,1,16,,,0.575633,0.0,false,true,false,,keep,,,
